Longitude,Latitude,Shortitude,Deltitude,Pi,Murphy,Smell_Level,Feng_Shui_Quality,Air_Apple,Air_Burn,Air_Copper,Air_Mint,Sound_Silence,Sound_Humming,Sound_Skittering,Sound_Squelching,Sound_BuzzingPerformance
-99.692,39.724,34.804,-64.537,3.1341,3.18,1,1,0,0,0,0,0,0,0,0,1,0.19579999999999997
85.502,-55.514,35.058,-46.58,3.1313,4.26,1,1,0,0,0,0,1,0,0,0,0,0.24480000000000002
84.845,-55.527,-50.794,51.192,3.1271,3.39,1,1,0,0,0,0,0,0,1,0,0,0.27030000000000004
-56.035,-34.792,59.52,41.684,3.1281,3.93,0,1,0,0,0,0,0,0,0,1,1,0.06730000000000001
-105.069,-58.953,36.21,35.508,3.1249,5.21,0,0,1,0,0,0,0,1,0,0,0,0.0414
-52.007,43.813,-68.619,43.927,3.1347,4.65,1,0,0,0,0,1,0,0,1,0,0,0.2994
0.068,-24.522,43.927,-34.1,3.1384,4.7,0,0,1,0,0,0,0,0,0,0,1,0.159
75.376,15.766,32.105,60.507,3.1652,5.5,0,1,0,0,0,0,0,0,0,0,1,0.0765
74.621,26.94,-44.243,50.091,3.1245,2.91,0,1,0,0,0,0,0,0,1,0,0,0.23120000000000002
-50.674,50.509,44.471,-28.174,3.1164,5.05,0,1,1,0,0,0,0,0,1,0,0,0.2177
179.689,28.354,16.808,-41.426,3.1518,2.98,1,1,0,0,0,1,0,0,1,0,0,0.3677
129.615,11.802,-26.181,-55.303,3.1716,2.92,1,1,1,0,0,0,0,0,1,1,0,0.1207
23.577,33.934,38.111,24.372,3.1792,2,0,1,0,0,0,1,0,0,0,0,1,0.35159999999999997
152.156,-58.726,9.614,28.755,3.1549,5.43,0,1,1,0,0,0,0,0,1,0,0,0.2373
-119.453,50.977,-59.471,-48.206,3.1267,3.75,0,0,0,0,0,0,0,1,1,0,0,0.0524
-140.757,21.668,5.556,-61.166,3.1249,3.88,0,1,0,0,1,0,1,0,0,0,0,0.2897
-21.615,16.051,-67.368,20.659,3.1232,4.97,1,0,0,0,0,1,0,0,0,0,1,0.1142
164.518,-67.335,-5.977,-47.758,3.1123,3.61,1,2,0,0,0,1,0,0,0,0,1,0.2878
-119.579,-18.322,46.393,-44.585,3.1528,1.02,1,1,0,0,0,0,0,0,0,1,0,0.10130000000000002
93.953,62.265,15.209,-3.499,3.133,5.6,1,1,0,0,0,1,0,1,0,0,1,0.0355
29.67,-18.178,34.294,-50.72,3.1421,2.69,1,0,1,0,0,0,0,0,1,0,0,0.2621
165.286,-50.339,32.728,-52.554,3.148,4.4,0,0,0,0,0,1,0,0,0,0,1,0.39030000000000004
54.722,64.65,-57.75,-47.938,3.168,4,1,0,0,0,0,0,0,0,0,0,1,0.1698
25.124,55.957,38.698,-46.518,3.1399,2.98,0,1,0,0,1,0,0,1,1,0,0,0.18420000000000003
141.304,-52.078,-26.458,-19.502,3.1523,4.03,0,0,0,0,0,0,0,0,1,0,0,0.3075
107.832,-26.844,-32.982,44.245,3.1138,2.48,0,1,0,0,0,0,0,0,0,1,1,0.07769999999999999
102.099,37.692,53.224,45.789,3.1512,3.52,1,1,0,0,0,0,1,0,0,0,0,0.3376
138.931,-13.628,52.635,-28.857,3.142,3.96,1,0,0,0,0,0,0,0,1,0,0,0.1342
-48.067,-19.301,66.237,81.929,3.1208,3.98,0,1,0,0,0,1,0,0,1,1,0,0.14880000000000002
-145.988,-14.438,50.699,22.419,3.141,4.21,1,1,1,0,0,0,0,0,0,0,1,0.1401
-162.567,-55.219,46.48,-17.886,3.1531,5.56,0,1,0,0,0,0,0,0,0,1,1,0.051500000000000004
1.944,40.413,-28.248,-63.05,3.1443,3.51,1,1,0,0,0,1,1,0,0,0,0,0.6281
179.207,25.703,-8.114,51.298,3.1416,2.68,1,1,0,0,0,0,0,0,0,0,1,0.1449
-106.455,27.65,-53.096,68.717,3.1252,4.72,1,1,0,1,0,0,0,0,1,0,0,0.1832
115.014,54.817,-33.488,16.311,3.1316,5.91,1,0,0,0,0,1,0,1,1,1,0,0.010700000000000001
105.239,-45.662,-12.153,17.141,3.1401,2.86,0,1,0,0,0,1,0,0,0,0,1,0.6523000000000001
84.479,-33.894,23.89,-15.52,3.1305,1.64,1,0,0,0,0,1,0,0,1,1,0,0.1678
-58.243,54.16,-46.154,20.443,3.1379,1.61,0,1,0,0,0,0,0,0,0,0,1,0.32799999999999996
10.263,39.909,42.928,-46.198,3.15,1.07,1,0,0,0,0,0,0,0,1,0,0,0.3511
-151.225,27.087,-57.694,-74.216,3.1257,2.07,0,2,0,0,0,1,1,0,0,0,0,0.4217
-175.213,-19.273,-10.555,-54.635,3.1592,4.95,0,1,1,0,0,0,0,0,1,0,0,0.1872
-84.277,28.899,-11.59,34.884,3.1685,3.12,1,0,0,0,0,1,0,0,1,0,0,0.2454
-95.849,50.907,-41.652,-50.527,3.1608,4.71,0,1,1,0,0,0,1,0,0,0,0,0.3407
128.941,-18.49,39.513,43.389,3.1699,4.04,1,1,1,0,0,0,0,0,1,0,0,0.1996
-123.907,-43.871,42.291,83.787,3.1608,1.73,1,1,1,0,0,0,0,0,0,1,0,0.2126
69.105,-10.543,70.258,44.093,3.1597,4.69,1,0,0,0,0,1,1,0,0,0,0,0.22510000000000002
126.622,-13.981,-55.545,54.508,3.1694,4.26,1,1,0,0,0,1,0,0,1,0,0,0.2605
41.41,31.013,24.803,53.799,3.116,2.7,0,1,0,0,0,0,0,0,1,1,0,0.1068
28.407,4.841,47.977,64.424,3.1075,5.1,1,1,0,0,0,0,1,0,0,0,0,0.0713
-148.771,-37.431,-23.796,13.468,3.1329,5.28,1,1,0,0,0,1,0,0,0,0,1,0.1709
-103.529,27.639,32.583,32.303,3.1706,5.94,0,1,0,0,0,0,0,1,0,0,0,0.0087
53.937,-43.189,-51.861,-39.656,3.1255,3.83,0,0,0,0,0,1,0,0,1,0,0,0.5363
70.84,33.635,-43.959,39.066,3.1307,3.77,0,1,0,0,0,0,0,0,0,1,1,0.0862
-92.704,-40.234,43.741,-13.771,3.1373,2.05,1,1,0,0,0,1,0,0,0,1,0,0.2859
55.704,49.395,33.487,-64.684,3.1581,2.54,1,1,0,0,0,1,0,0,0,1,1,0.2722
-126.489,-68.622,48.464,9.463,3.1522,3.86,1,0,0,0,0,1,0,0,1,0,0,0.39159999999999995
153.608,-69.563,-58.664,39.57,3.1516,5.02,1,1,0,1,0,0,1,0,0,0,0,0.37420000000000003
169.064,-35.809,10.612,19.202,3.1468,2.04,1,0,1,0,0,0,0,0,0,0,1,0.1894
11.552,-32.102,-54.37,33.056,3.1698,2.89,0,1,0,0,0,1,0,0,0,1,0,0.2451
73.192,-19.054,29.801,22.791,3.1233,5.87,0,1,0,0,1,0,1,0,0,0,0,0.0883
-141.61,15.344,41.191,33.989,3.1635,3.85,0,1,0,0,0,1,1,0,0,0,0,0.36590000000000006
-156.596,21.236,-22.081,22.085,3.146,4.26,1,1,0,0,0,1,0,0,0,1,0,0.141
-159.134,52.342,27.574,-42.596,3.1747,3.51,0,1,0,0,0,0,0,1,0,0,0,0.0677
1.177,-39.889,21.214,-76.208,3.1252,2.18,1,0,1,0,0,0,1,0,0,0,0,0.3639
-12.486,-40.276,37.62,45.038,3.1446,3.33,1,1,0,0,0,0,0,0,0,0,1,0.25370000000000004
52.188,-60.948,-80.736,25.953,3.1465,2.35,2,0,0,0,0,1,1,0,0,0,0,0.8157
98.864,-29.402,-45.41,32.992,3.1633,4.58,1,1,0,0,0,1,1,0,0,0,0,0.2721
-0.001,23.041,68.038,17.153,3.1373,5.16,1,1,0,0,0,1,1,0,0,0,0,0.1927
81.393,31.23,45.814,34.42,3.1418,4.09,1,1,0,0,0,0,1,0,0,0,0,0.1753
124.229,-33.354,-19.089,-61.962,3.1575,3.53,0,1,0,0,0,1,0,1,0,0,1,0.0852
44.025,-15.936,30.169,-73.492,3.1574,3.97,1,1,0,0,0,1,0,0,1,0,0,0.3497
1.871,35.711,-61.854,8.988,3.168,3.82,1,1,1,0,0,0,1,0,0,0,0,0.2364
-155.918,-50.602,56.994,66.704,3.1525,2.93,1,1,0,0,0,0,0,0,1,0,0,0.2889
151.196,-30.87,-74.857,25.948,3.1458,4.62,1,0,0,0,0,0,0,0,1,0,0,0.1135
97.691,25.894,-34.063,-51.932,3.1027,3.33,1,2,0,0,0,0,0,0,1,1,0,0.061200000000000004
-153.726,32.546,-67.503,-33.785,3.1476,1.78,0,2,0,0,0,0,0,0,0,0,1,0.21730000000000002
59.555,32.634,46.073,36.069,3.1448,2.39,0,0,0,0,1,0,0,0,1,0,0,0.45130000000000003
-126.505,-49.23,26.289,-40.056,3.1208,5.14,1,0,1,0,0,0,0,0,1,0,0,0.1264
13.634,58.086,18.6,39.662,3.1247,3.52,0,0,0,0,0,1,0,0,0,1,0,0.28140000000000004
-45.571,-27.766,17.257,39.98,3.1453,2.84,0,0,1,0,0,0,0,0,0,0,1,0.24120000000000003
103.857,-62.394,-26.575,-56.316,3.1521,1.82,0,1,0,0,0,1,0,0,0,0,1,0.7668
123.72,40.284,18.343,70.109,3.1614,3.16,1,1,0,0,0,1,1,0,0,0,0,0.6104
-109.675,-10.861,-18.582,20.259,3.133,2.09,0,1,0,0,0,1,0,1,0,0,1,0.0767
-19.978,14.349,-74.73,-50.496,3.1527,2.49,1,2,0,0,0,1,0,1,0,0,0,0.1085
23.864,-52.658,-32.251,45.881,3.1255,3.17,0,1,1,0,0,0,1,0,0,0,0,0.5349
-170.03,3.994,27.602,56.018,3.1307,2.89,0,0,0,0,0,1,1,0,0,0,0,0.3467
7.612,-30.684,24.124,30.593,3.1422,4.36,1,1,0,0,0,1,1,0,0,0,0,0.3143
74.166,-50.756,-49.609,3.579,3.1641,4.93,1,1,0,0,0,0,0,0,1,1,0,0.09570000000000001
-157.885,-36.356,-43.535,68.534,3.1296,4.68,1,1,0,0,0,1,0,0,1,1,0,0.154
-35.565,14.588,28.757,18.533,3.1617,3.72,1,0,0,0,0,1,0,0,1,1,0,0.1345
103.843,54.7,-31.074,51.627,3.1468,3.9,1,1,0,0,0,1,0,0,1,0,0,0.5772
111.177,-75.042,79.067,-6.11,3.1602,0.24,1,1,0,0,1,0,0,0,0,0,1,0.48350000000000004
96.383,75.894,-57.539,-66.49,3.1551,4.75,1,1,0,0,0,1,0,0,1,1,0,0.2116
-106.208,5.526,36.806,-22.255,3.1708,3.09,1,0,0,0,0,0,0,0,1,0,0,0.12380000000000001
67.121,-9.947,42.688,-55.757,3.1192,2.5,1,1,0,0,0,1,0,0,0,1,1,0.1278
62.844,-53.736,-59.663,-27.179,3.1101,2.82,1,1,0,1,0,0,0,0,1,0,0,0.4654
-8.497,-45.801,44.729,-43.861,3.1302,4.41,1,0,1,0,0,0,0,0,1,0,0,0.2497
148.028,31.107,-24.716,38.722,3.1557,4.4,1,1,1,0,0,0,0,1,0,0,0,0.049400000000000006
116.473,-7.391,-43.881,-36.982,3.1328,5.05,2,1,0,0,0,0,0,0,0,0,1,0.09699999999999999
62.76,-19.679,-28.113,-37.666,3.1518,1.2,2,0,0,1,0,0,1,0,0,0,0,0.5596
-52.579,-78.904,-27.449,-49.034,3.1357,5.7,1,1,0,0,0,1,0,0,0,0,1,0.1217
-89.109,47.657,55.885,73.589,3.1729,4.4,0,0,0,1,0,0,0,0,1,0,0,0.37700000000000006
-46.487,-16.734,55.332,36.96,3.1511,5.97,1,1,0,0,0,1,0,0,0,0,1,0.0495
101.657,-24.1,-61.578,-54.067,3.1435,5.92,0,0,0,0,0,1,0,0,1,0,0,0.08650000000000001
90.673,22.371,37.841,-33.038,3.1602,3.89,0,1,0,0,0,1,0,0,1,0,0,0.4483
3.405,-39.812,-44.273,-34.276,3.1307,5.03,0,1,0,1,0,0,0,0,0,0,1,0.3368
92.325,32.545,28.399,-24.882,3.1673,4.17,0,1,0,0,0,1,0,1,1,0,0,0.08900000000000001
21.15,-28.255,-22.082,-71.822,3.1381,4.28,0,1,1,0,0,0,0,0,0,1,1,0.11359999999999999
-69.092,49.283,81.815,-11.228,3.1165,5.78,1,2,1,0,0,0,0,1,0,1,0,0.0092
82.43,-39.314,34.824,-10.105,3.1674,0.83,1,1,1,0,0,0,1,0,0,0,0,0.503
115.854,49.457,48.653,-27.918,3.1483,4.6,1,0,1,0,0,0,0,0,1,0,0,0.2725
5.854,65.197,-27.459,-68.608,3.1409,3.67,1,1,1,0,0,0,1,0,0,0,0,0.4336
-63.462,19.339,-32.933,-46.728,3.1169,4.31,0,1,0,0,0,0,1,0,0,0,0,0.1403
82.893,-34.359,-12.687,51.021,3.1403,4.91,0,1,1,0,0,0,0,0,1,0,0,0.2305
126.95,66.122,-39.434,-43.043,3.145,3.4,1,0,0,0,0,1,0,0,0,0,1,0.3972
-148.329,66.63,47.081,-49.737,3.1262,0.81,1,1,0,0,0,0,0,1,1,0,0,0.057999999999999996
-128.111,30.969,56.583,-30.964,3.1521,3.5,0,0,0,0,0,0,1,0,0,0,0,0.1884
-137.777,-40.711,-24.057,31.888,3.145,5.02,1,1,0,0,0,0,1,0,0,0,0,0.1653
132.632,53.214,48.427,54.764,3.1452,4.76,0,0,0,0,0,1,1,0,0,0,0,0.45049999999999996
-14.343,-47.284,-42.455,34.325,3.1134,4.53,1,0,1,0,0,0,1,0,0,0,0,0.196
145.981,-60.841,-43.294,54.029,3.1408,3.96,1,1,0,0,0,1,0,0,1,0,0,0.499
74.789,-23.441,-41.696,-48.204,3.1445,3.5,0,1,1,0,0,0,0,0,1,0,0,0.3825
170.187,36.456,23.619,-46.518,3.1309,5.12,0,1,0,0,1,0,1,0,0,0,0,0.32520000000000004
179.334,43.254,46.379,37.082,3.1426,4.77,1,1,1,0,0,0,1,0,0,0,0,0.2594
81.146,-33.53,22.74,24.175,3.1164,3.71,1,1,0,0,0,0,0,0,0,1,1,0.0543
-126.362,-23.928,7.972,-15.464,3.1361,5.31,0,1,0,0,0,1,1,0,0,0,0,0.18850000000000003
161.43,-33.178,-38.456,-7.347,3.1121,4.22,1,1,0,0,0,0,1,0,0,0,0,0.10300000000000001
-34.462,-27.232,23.435,39.006,3.12,5.34,1,1,1,0,0,0,0,0,0,0,1,0.07110000000000001
68.749,10.476,-18.023,15.058,3.1364,5.91,0,1,0,0,1,0,0,1,1,0,0,0.0215
-22.937,-45.327,-11.099,-66.258,3.1462,4.38,0,1,0,0,0,1,1,0,0,0,0,0.6581999999999999
48.782,-12.782,50.014,30.55,3.1416,1.8,0,1,1,0,0,0,0,0,1,0,0,0.4161
80.65,-51.019,-13.543,-19.298,3.172,3.19,1,1,0,0,0,0,0,0,0,1,0,0.1497
90.267,-33.597,-35.734,22.897,3.1648,4.42,1,0,1,0,0,0,0,0,0,1,0,0.08810000000000001
-85.59,-57.41,-66.957,35.608,3.1227,4.62,0,1,0,0,0,0,0,0,1,1,0,0.10070000000000001
-106.277,-16.422,41.608,-43.017,3.1387,5.53,1,1,1,0,0,0,0,0,1,0,0,0.08410000000000001
-44.78,60.872,-27.014,10.55,3.1432,4.93,1,1,0,0,0,1,0,0,0,0,1,0.2718
145.11,-33.762,60.341,69.066,3.1264,3.38,1,2,0,0,0,0,1,0,0,0,0,0.1602
-4.347,38.638,59.478,-39.416,3.1214,2.71,0,0,1,0,0,0,1,0,0,0,0,0.42060000000000003
-43.558,-55.666,-17.421,5.584,3.1232,4.91,0,1,0,0,0,1,0,1,1,1,0,0.042800000000000005
-7.793,60.452,-45.241,-44.807,3.1228,3.59,1,0,0,0,0,1,0,0,1,0,0,0.3872
-100.528,-52.563,37.568,-43.043,3.1467,5.99,1,1,1,0,0,0,0,0,1,0,0,0.0637
-108.204,45.424,14.444,-18.141,3.1158,2.68,0,1,0,0,0,1,0,0,0,1,1,0.2009
-177.082,86.034,-51.533,46.022,3.1567,5.98,1,1,0,0,0,1,0,0,1,0,0,0.09119999999999999
-34.368,33.24,9.089,13.986,3.119,2.86,1,1,1,0,0,0,0,0,0,0,1,0.162
-75.715,40.048,-44.656,-44.616,3.1394,1.47,1,1,1,0,0,0,0,0,1,0,0,0.4341
124.553,-68.538,-36.873,-59.541,3.1396,4.35,0,1,0,0,0,0,0,0,0,0,1,0.2447
-111.02,-39.339,35.371,48.039,3.1541,2.34,0,1,0,0,0,1,1,0,0,0,0,0.8035
-145.318,-62.35,20.315,-45.333,3.1214,1.63,0,1,0,0,0,0,1,0,0,0,0,0.3254
66.835,23.453,-19.207,43.465,3.1381,4.9,1,1,0,0,0,1,0,0,1,0,0,0.23600000000000002
-13.05,38.068,72.144,-75.436,3.1411,0.17,1,1,0,0,0,1,0,0,1,0,0,0.6666
170.47,42.737,34.208,44.167,3.1105,1.98,2,1,0,0,0,1,1,0,0,0,0,0.5227
-9.412,-56.314,-60.712,-47.004,3.1445,2.56,0,1,0,0,0,1,0,0,1,0,0,0.9047000000000001
-37.157,-32.654,-56.725,-40.048,3.1358,3.71,1,2,0,0,0,1,0,0,1,0,0,0.3262
-98.661,25.928,-35.991,-43.269,3.1204,2.71,1,1,0,0,0,1,0,0,0,1,1,0.10130000000000002
126.19,52.257,-24.914,30.081,3.1322,1.41,1,0,0,0,0,0,0,0,0,1,1,0.1058
-57.21,-44.088,-72.303,-68.59,3.1627,4.06,1,0,0,0,0,0,0,1,0,0,0,0.0483
-144.442,-17.07,-39.39,-40.727,3.1264,3.38,0,0,0,0,0,1,0,0,0,0,1,0.2231
-43.746,-39.622,54.762,-61.429,3.1424,1.16,1,1,1,0,0,0,0,0,0,0,1,0.36460000000000004
-118.064,-28.132,-65.403,-29.794,3.1579,2.96,1,0,1,0,0,0,1,0,0,0,0,0.2129
156.8,23.643,-9.672,32.007,3.1378,3.61,1,0,0,0,0,1,0,0,0,1,1,0.10289999999999999
-2.34,-17.677,-29.26,-34.417,3.1468,2.6,0,0,0,0,0,0,0,0,0,0,1,0.1993
-52.573,65.747,60.252,-35.382,3.1708,4.73,1,1,0,1,0,0,0,0,1,0,0,0.3233
171.102,9.521,61.302,-42.792,3.1044,2.95,1,0,1,0,0,0,0,0,0,0,1,0.09630000000000001
151.182,-39.324,54.461,-41.987,3.1621,3.35,1,1,1,0,0,0,0,0,1,0,0,0.3776
77.573,-36.649,37.955,30.881,3.1402,4.55,1,1,0,0,1,0,1,0,0,0,0,0.436
-100.722,13.58,76.404,-1.315,3.1206,2.92,0,1,0,0,0,0,0,0,0,0,1,0.1345
162.904,68.297,-64.198,-41.263,3.1378,2.2,1,1,0,0,0,0,0,1,1,0,0,0.07150000000000001
40.662,13.917,26.953,40.676,3.1516,1.51,0,1,1,0,0,0,0,0,0,0,1,0.36619999999999997
59.07,36.593,69.339,-40.065,3.1524,4.7,0,0,0,0,0,1,1,0,0,0,0,0.5229
53.098,-59.289,62.548,-25.07,3.1488,3.92,1,1,0,0,0,1,1,0,0,0,0,0.6165999999999999
-40.296,57.78,56.584,-11.54,3.1428,3.48,2,0,0,0,0,0,0,0,0,1,1,0.11480000000000001
-79.031,-44.039,25.952,39.192,3.1481,4.74,1,1,0,0,0,0,0,0,0,0,1,0.15480000000000002
-139.465,77.007,53.936,-25.279,3.1169,2.86,1,0,0,0,0,1,0,0,1,0,0,0.3175
16.619,6.649,39.1,-56.167,3.1337,4.1,1,0,1,0,0,0,0,0,0,0,1,0.1445
126.61,67.391,-40.317,40.92,3.1368,4.27,0,1,1,0,0,0,1,0,0,0,0,0.4504
-158.231,-8.622,-18.486,20.634,3.1487,4,0,1,0,0,0,1,0,0,0,0,1,0.3085
-83.546,2.328,-55.71,-13.901,3.1463,5.93,1,1,0,0,0,0,0,0,0,0,1,0.0268
-26.749,49.124,-67.463,50.953,3.1494,2.87,1,1,0,0,0,1,1,0,0,0,0,0.6929000000000001
175.979,-65.749,-42.244,55.539,3.1404,3.48,0,1,0,0,0,0,1,0,0,0,0,0.3652
127.927,-10.176,-29.035,-49.435,3.1639,1.45,0,1,1,0,0,0,0,0,1,0,0,0.38070000000000004
-29.368,22.921,54.277,43.938,3.1581,2.84,2,1,0,0,0,0,1,0,0,0,0,0.2488
78.476,59.698,16.861,21.811,3.1339,1.83,1,1,0,0,0,0,1,0,0,0,0,0.3601
-99.721,18.143,59.353,4.698,3.136,4.07,1,1,0,0,0,1,0,0,1,0,0,0.24480000000000002
-153.721,-61.483,-60.136,-9.854,3.115,3.57,0,0,0,0,0,1,0,0,0,1,1,0.14830000000000002
-20.637,20.108,65.931,48.686,3.1399,4.95,0,1,0,0,0,1,0,0,0,1,1,0.1076
-108.812,33.059,-16.549,-35.177,3.1311,1.14,0,1,0,0,0,1,0,0,0,1,1,0.1674
12.411,-63.296,45.944,-52.36,3.1476,4.27,0,1,0,1,0,0,0,0,1,0,0,0.7116
108.247,-42.933,61.73,-25.856,3.1232,4.48,0,1,0,0,0,0,0,0,0,0,1,0.192
81.359,59.332,-45.242,-10.705,3.1114,3.39,1,1,1,0,0,0,0,0,1,0,0,0.3045
163.947,50.028,61.221,-43.171,3.1366,4.08,1,1,0,0,0,1,0,0,0,0,1,0.3296
-50.572,-50.841,-12.536,-44.334,3.1514,5.57,1,1,0,0,0,1,0,0,0,1,0,0.111
-70.028,-36.147,-70.533,-17.73,3.1617,4.29,1,0,0,0,1,0,0,1,0,0,0,0.07730000000000001
-133.445,-24.362,22.215,20.544,3.143,5.2,1,1,0,0,0,1,0,0,0,0,1,0.1268
-148.339,-37.233,81.08,-45.333,3.1438,4.12,0,0,1,0,0,0,0,0,0,0,1,0.2659
114.702,-50.953,13.939,-9.776,3.1374,4.96,0,1,0,0,0,0,1,0,0,0,0,0.2475
-99.634,27.344,1.341,16.864,3.1553,4.44,1,1,1,0,0,0,0,0,1,0,0,0.18239999999999998
121.383,-32.958,-42.626,-18.361,3.1274,3.51,1,0,0,1,0,0,1,0,0,0,0,0.2743
86.06,19.19,-11.01,-44.292,3.1323,2.81,1,1,0,0,0,1,0,1,1,0,0,0.0862
108.475,30.199,-48.095,-38.901,3.135,5.27,1,1,0,0,0,1,0,0,0,0,1,0.1328
137.89,-27.163,21.611,-10.409,3.1479,3.35,0,1,0,0,0,1,0,0,0,1,1,0.19440000000000002
-104.781,25.59,12.266,51.807,3.1352,3.94,0,1,0,0,0,1,1,0,0,0,0,0.35600000000000004
-31.677,53.725,-12.826,-29.756,3.162,5.05,1,1,0,0,0,1,0,0,0,1,0,0.1627
126.24,44.686,48.26,50.739,3.1344,4.7,2,1,1,0,0,0,0,0,0,0,1,0.2564
-129.324,40.013,-20.039,-6.722,3.1465,3.77,1,1,0,0,0,1,0,0,0,1,1,0.1893
-27.281,46.146,-7.964,-59.93,3.1325,1.83,1,1,0,0,0,0,1,0,0,0,0,0.32689999999999997
49.793,3.377,37.784,-37.034,3.1412,3.88,1,1,0,0,0,0,0,0,0,0,1,0.14400000000000002
121.441,-42.762,12.59,-72.855,3.1079,2.52,0,0,0,0,0,0,0,0,1,1,0,0.1192
-99.384,-21.649,-36.726,-58.082,3.1562,4.98,0,1,0,0,0,1,0,1,0,0,1,0.045599999999999995
-22.036,20.658,-50.727,35.696,3.1054,2.38,1,1,0,0,0,1,0,0,0,1,0,0.1261
146.048,67.001,-36.409,52.488,3.1405,5,0,1,0,0,0,0,0,0,0,0,1,0.1782
1.839,-21.3,-45.432,-51.48,3.1314,2.15,0,1,0,1,0,0,0,0,1,1,0,0.26230000000000003
160.387,53.594,-34.968,-25.485,3.1578,3.78,0,1,0,0,0,1,0,0,1,0,0,0.6734
-71.269,41.926,-39.776,-44.558,3.1128,3.67,0,1,0,0,0,1,0,0,0,1,0,0.2373
-96.772,-19.847,-70.001,14.81,3.1281,5.13,0,1,1,0,0,0,1,0,0,0,0,0.1472
-173.944,22.534,-63.811,-33.373,3.1419,0.57,2,0,0,0,0,0,0,0,0,0,1,0.1632
143.294,8.169,-37.309,19.677,3.1421,5.45,1,1,1,0,0,0,0,1,0,1,0,0.0129
5.33,54.652,-22.944,-47.444,3.1444,1.52,1,1,0,0,0,1,1,0,0,0,0,0.7656999999999999
-120.87,-27.589,23.369,-15.619,3.1185,2.63,1,1,0,0,0,0,0,0,1,0,0,0.1326
7.011,41.852,-54.256,64.657,3.1708,5.12,1,1,0,0,0,0,0,0,0,0,1,0.1178
171.679,6.023,-32.632,-78.992,3.1602,3.66,1,1,0,0,0,1,0,0,1,0,0,0.3061
98.434,-52.52,-40.479,-54.076,3.1431,5.85,0,1,1,0,0,0,1,0,0,0,0,0.1467
-43.165,21.819,18.004,56.061,3.1445,4.63,1,1,0,0,0,1,0,0,1,0,0,0.25670000000000004
-56.652,43.828,-17.156,-54.353,3.1287,3.16,0,0,1,0,0,0,1,0,0,0,0,0.4054
-125.265,36.444,-31.044,64.705,3.1239,4.74,0,1,0,0,0,0,0,1,1,0,0,0.0435
121.932,23.166,-38.143,-56.186,3.1478,3.51,1,0,1,0,0,0,1,0,0,0,0,0.2446
3.613,11.66,-39.104,-27.375,3.1211,4.27,1,1,0,0,0,1,1,0,0,0,0,0.2472
12.523,12.967,-21.017,22.557,3.1451,4.62,1,1,0,0,0,0,1,0,0,0,0,0.1558
24.173,21.663,24.187,54.123,3.1567,3.98,1,1,0,1,0,0,0,0,0,0,1,0.2863
127.475,17.166,39.685,44.705,3.1212,3.86,0,0,0,1,0,0,0,0,1,0,0,0.2954
-22.4,-15.04,19.959,19.934,3.1322,5.39,0,1,0,0,0,1,1,0,0,0,0,0.197
-167.777,24.005,-47.076,50.333,3.1506,4.91,1,1,0,0,0,0,0,0,1,1,0,0.057
-121.226,45.034,55.746,-46.991,3.1363,3.57,1,1,0,0,0,1,0,0,0,0,1,0.3396
-136.166,10.621,45.694,18.547,3.1131,3.27,0,0,0,0,0,0,0,0,0,0,1,0.09480000000000001
-90.356,34.343,36.379,-32.191,3.1309,0.26,1,1,0,0,0,0,0,0,0,1,1,0.0672
70.734,56.987,-33.756,-62.696,3.1488,5.8,0,1,0,0,0,1,0,1,0,0,0,0.0558
-85.553,-56.882,-49.989,-11.111,3.1332,2.56,0,1,0,0,0,0,0,0,1,0,0,0.35350000000000004
34.813,49.587,-51.239,49.899,3.1384,4.1,0,1,0,0,0,0,0,0,1,0,0,0.3667
-116.883,65.196,37.334,71.032,3.1404,2.43,0,0,0,0,0,1,1,0,0,0,0,0.6336
-56.961,77.925,25.097,-66.776,3.1652,4.48,1,1,1,0,0,0,0,0,0,0,1,0.2154
-168.217,37.791,31.192,-19.529,3.1167,5.93,1,0,0,0,0,1,1,0,0,0,0,0.0643
-43.63,10.737,-21.477,-32.267,3.1536,0.84,1,0,0,0,0,0,0,0,1,0,0,0.18739999999999998
47.954,28.524,-19.11,63.956,3.1608,3.14,1,1,0,0,0,0,0,1,1,0,0,0.0483
-8.519,-26.837,6.847,-34.561,3.1143,3.86,1,1,0,0,0,1,1,0,0,0,0,0.24600000000000002
113.071,52.275,40.558,-34.978,3.1637,4.7,1,1,0,0,0,0,0,0,1,0,0,0.2049
32.228,-67.725,49.803,56.726,3.133,5.19,1,1,0,0,0,1,0,0,1,1,0,0.1443
-92.535,45.727,37.802,-37.343,3.1371,3.06,0,1,1,0,0,0,0,0,1,1,0,0.2454
154.746,-19.275,24.098,31.128,3.1688,4.02,1,1,0,0,0,1,0,0,1,0,0,0.2644
-102.569,52.568,67.145,-58.947,3.1376,5.85,1,1,1,0,0,0,0,1,0,0,1,0.0146
-98.245,-27.767,54.042,-15.76,3.1297,3.94,1,1,0,0,0,0,0,0,0,0,1,0.0959
-87.494,48.266,49.615,7.022,3.151,3.07,1,0,0,0,0,1,0,0,0,0,1,0.3643
-159.525,38.135,49.87,68.45,3.1137,3.56,1,1,0,0,0,1,1,0,0,0,0,0.342
-54.042,-40.769,-49.895,-62.007,3.1751,3.74,1,1,0,0,0,0,0,0,0,1,0,0.1143
